version,difficulty,syncSource,service,level,actionType,category,estimatedSavings,description,contentHash,automatedCheck,id,checkImplemented,tipId,actionLabel,title,cloud,implementedInAct,serviceKey,createdAt,drilldownInstructions,drilldownApis,provider,providerRouting,confidenceTag,positiveCount,source
,easy,,OpenAI,1,advisory,optimization,10-30%,"System prompts are billed as input tokens on EVERY single API turn. A 2000-token system prompt costs you tokens on every request. Audit your system prompts: remove repetitive instructions, consolidate rules, and use concise language. A 50% reduction in system prompt length = 50% savings on that portion of input costs across all requests.",,"Manual review. If average input_tokens > 2000 and output_tokens < 500, system prompt is likely dominating input costs.",,false,openai-007,Audit System Prompts,Optimize system prompts — keep them concise,AWS,true,OpenAI,,,,,,,,
,easy,,OpenAI,2,advisory,optimization,60-80% on vision costs,"High-resolution image inputs are tokenized as multiple 512x512 tiles, consuming hundreds of tokens per image. If your vision task doesn't require fine detail (e.g., general classification, scene description), set detail:'low' for a flat token rate regardless of image size. This can reduce vision costs by 80%+ for large images.",,"openai:/v1/organization/usage/completions → input_image_tokens. If > 0 and growing, review whether high-detail is needed for all image tasks.",,true,openai-008,Review Vision Costs,Set image detail to 'low' for vision tasks when possible,AWS,true,OpenAI,,,,,,,,
1,medium,bedrock-ai,OpenSearch,3,advisory,right-sizing,20-40%,Analyze your OpenSearch clusters to resize nodes based on actual usage. Remove unnecessary nodes to save costs.,2a5ee18fa9f3af8d066d6d5dda4565d797a72b53d879aaf791a2a3435ff85c42,aws opensearch describe-domain-names --domain-name <domain-name>,opensearch-001,false,opensearch-001,View Details,Right-size OpenSearch nodes,AWS,,,,,,,,,,
1,medium,bedrock-ai,OpenSearch,3,advisory,index-optimization,15-35%,Regularly review and optimize OpenSearch indices to reduce storage costs and improve query performance.,438f66ead85e9b7f1d355f2eafd7f485b477aa1e44d1698d32b5a39714f006a1,None,opensearch-002,false,opensearch-002,View Details,Optimize OpenSearch Indices,AWS,,,,,,,,,,
1,medium,bedrock-ai,OpenSearch,3,advisory,storage-tiering,$100-$500/month,"For OpenSearch domains with both frequently accessed and rarely accessed data, enable the UltraWarm feature to store older indices in lower-cost storage while maintaining query performance.",ef1db261bd4e054bc29ef4214f66e891bf5b36b6b4d42b060b764090ced9c4d4,aws opensearch describe-domain --domain-name <domain-name> | grep UltraWarm,opensearch-003,false,opensearch-003,View Details,Use UltraWarm for infrequent access,AWS,,,2026-06-15T02:10:38.304135+00:00,,,,,,,
,easy,,Persistent Disks,2,pending,right-sizing,60-80%,"Standard (HDD) persistent disks cost 80% less per GB than SSD persistent disks. Use standard for backups, archival, and workloads not requiring high IOPS or low latency.",,,,false,gcp-pd-001,Coming Soon,Use Standard persistent disks instead of SSD for non-critical workloads,GCP,false,Persistent Disks,,,,,,,,
,easy,,Persistent Disks,2,pending,idle-resources,100%,Persistent disks not attached to any VM continue billing at full provisioned capacity rates. Regularly audit and delete orphaned disks or snapshot and remove them.,,,,false,gcp-pd-002,Coming Soon,Delete unattached persistent disks,GCP,false,Persistent Disks,,,,,,,,
,easy,,Persistent Disks,2,pending,cleanup,20-40%,Disk snapshots are incremental but accumulate storage costs over time. Set automated snapshot schedules with retention limits and delete manual snapshots older than your recovery requirements.,,,,false,gcp-pd-003,Coming Soon,Delete old disk snapshots beyond retention requirements,GCP,false,Persistent Disks,,,,,,,,
,medium,,Prompt Optimization,,,prompt-length-reduction,$40-400/month for chat applications,Sending full conversation history grows input tokens linearly. Truncate to the last 5-10 messages or use summarization of older context to cap input token growth and reduce cost per turn.,,,,,openai-prompt-reduction-002,,Limit conversation history to recent messages only,OpenAI,,,,,,openai,,,,
,easy,,Pub/Sub,2,pending,data-management,20-40%,Default message retention is 7 days. Reduce to minimum required for subscriber catch-up. Delete unused snapshots and seek-to-time bookmarks to eliminate retained message storage costs.,,,,false,gcp-pubsub-001,Coming Soon,Reduce Pub/Sub message retention and snapshot costs,GCP,false,Pub/Sub,,,,,,,,
,easy,,Pub/Sub,2,pending,cleanup,100%,Unacknowledged messages in unused subscriptions accumulate storage charges. Remove subscriptions for decommissioned consumers and topics with no active publishers or subscribers.,,,,false,gcp-pubsub-002,Coming Soon,Delete unused Pub/Sub subscriptions and topics,GCP,false,Pub/Sub,,,,,,,,
,medium,,Pub/Sub,2,pending,architecture,50-80%,Pub/Sub Lite provides zonal messaging at lower cost per-byte for use cases that don't require global durability. Ideal for high-throughput event streams within a single region.,,,,false,gcp-pubsub-003,Coming Soon,"Use Pub/Sub Lite for high-volume, cost-sensitive streaming",GCP,false,Pub/Sub,,,,,,,,
,medium,,RDS,2,advisory,right-sizing,20-50%,"Monitor CPU, memory, and I/O utilization. Downsize over-provisioned instances or switch to burstable (T-class) instances for variable workloads.",,"cloudwatch:GetMetricStatistics(RDS/CPUUtilization+DatabaseConnections+FreeableMemory+ReadIOPS+WriteIOPS, avg+max 30d) â†’ rds_cpu_metrics per instance",,true,rds-001,View Rightsizing,Right-size RDS instances,AWS,true,Amazon Relational Database Service,,,,,,,,
,medium,,RDS,2,deep-link,pricing-model,30-60%,"For production databases with steady usage, purchase RDS Reserved Instances for 1 or 3 years to reduce costs significantly.",,"pricing:GetProducts(AmazonRDS, actual db instance classes, actual engine) â†’ pricing_context with on-demand vs SP vs RI pricing",,true,rds-002,Ask AI about RDS RIs,Use Reserved Instances for RDS,AWS,true,Amazon Relational Database Service,,,,,,,,
,medium,,RDS,2,deep-link,serverless,30-70%,"For variable database workloads, Aurora Serverless v2 scales automatically and charges only for capacity used. Ideal for dev/test and unpredictable traffic.",,rds:DescribeDBInstances â†’ rds_instances[].engine; check if engine='aurora-mysql' or 'aurora-postgresql'; cloudwatch:RDS/CPUUtilization avg+max â†’ variable workload = candidate for Serverless v2,,true,rds-003,Ask AI about Aurora,Consider Aurora Serverless v2,AWS,true,Amazon Relational Database Service,,,,,,,,
,easy,,RDS,2,deep-link,storage,10-30%,Use gp3 storage instead of gp2 for better price-performance. Delete old snapshots and reduce allocated storage if over-provisioned.,,ec2:DescribeVolumes â†’ ebs_summary.gp2_count (RDS uses EBS); rds:DescribeDBInstances â†’ storage_gb per instance,,true,rds-004,Ask AI about RDS storage,Optimize RDS storage,AWS,true,Amazon Relational Database Service,,,,,,,,
,medium,,RDS,2,deep-link,architecture,20-40%,Create RDS read replicas to offload read-heavy queries from the primary instance. This frees capacity on the primary node and can delay or avoid costly instance upsizing. Place replicas in the same AZ as your application for lower latency and no cross-AZ transfer costs.,,"rds:DescribeDBInstances â†’ rds_instances[].engine, class; cloudwatch:RDS/ReadIOPS avg+max 30d â†’ high read IOPS = read replica candidate",,true,rds-005,Ask AI about RDS replicas,Use read replicas to offload database queries,AWS,true,Amazon Relational Database Service,,,,,,,,
,hard,,RDS,2,advisory,migration,30-60%,"Migrate from licensed databases (Oracle, SQL Server) to open-source alternatives (PostgreSQL, MySQL) on RDS or Aurora. Eliminates license costs and Aurora offers better price-performance. Use AWS SCT and DMS for migration.",,rds:DescribeDBInstances â†’ rds_instances[].engine; engine='oracle-ee'|'sqlserver-ee'|'sqlserver-se' = migration candidate to PostgreSQL/MySQL,,true,rds-006,Plan DB Migration,Migrate from commercial to open-source databases,AWS,true,Amazon Relational Database Service,,,,,,,,
,easy,,RDS,2,deep-link,scheduling,40-70%,Stop non-production RDS instances outside business hours. Use SlashMyBill Scheduler (Act → Scheduler) to automate stop/start schedules for dev/test databases. Stopped RDS instances auto-restart after 7 days — the scheduler handles re-stopping automatically.,,rds:DescribeDBInstances â†’ check tags for Environment=dev/test/staging. If running 24/7 with low connections â†’ recommend stop schedule. rds_cpu_metrics + rds_conn_14d for idle detection.,,true,rds-007,Go to Scheduler,Schedule non-production RDS & Aurora databases,AWS,true,Amazon Relational Database Service,,,,,,,,
,medium,,RDS,2,deep-link,licensing,30-50%,"RDS SQL Server instances are licensed per vCPU. Rightsize by switching to memory-optimized instance classes (db.r5, db.r6i) that provide more memory per vCPU — SQL Server benefits from high memory for buffer pool caching. Consider downgrading from SQL Server Enterprise to Standard edition if you don't use Enterprise-only features (partitioning, compression, Always On AG with multiple secondaries). For read-heavy workloads, use read replicas instead of scaling up the primary. Track licenses with AWS License Manager to avoid over-provisioning.",,rds:DescribeDBInstances -> engine='sqlserver-ee'|'sqlserver-se' + DBInstanceClass; cloudwatch:RDS/CPUUtilization avg<30% = over-provisioned; check if Enterprise features used to determine downgrade eligibility,,true,rds-009,Ask AI about SQL Server,Optimize RDS SQL Server licensing and instance sizing,AWS,true,Amazon RDS,,,,,,,,
1,medium,bedrock-ai,RDS,3,advisory,new-pricing-model,30-70%,Consider using Reserved Instances for RDS to benefit from lower costs compared to On-Demand.,a5f8d705f1fcb64481aa653fdab716c481c62014da46662fe37311ff5a914fa2,aws rds describe-reserved-db-instances --region us-east-1,rds-010,false,rds-010,View Details,Switch to Reserved Instances for RDS,AWS,,,,,,,,,,
1,medium,bedrock-ai,RDS,3,advisory,maintenance,10-20%,Schedule automated deletion of old RDS snapshots that are no longer needed for backups.,8a740059d8dd5c437b4e006060b91dda7d0c8ab1bf22538a8cb1fd70278a1fba,aws rds describe-db-snapshots --query 'DBSnapshots[?SnapshotCreateTime < `2023-01-01`]' --output text,rds-011,false,rds-011,View Details,Automate RDS snapshot cleanup,AWS,,,2026-06-01T02:10:37.168840+00:00,"1. List all RDS instances with DescribeDBInstances — note instance class, engine, Multi-AZ, storage. 2. Get 14-day CPU average from CloudWatch. 3. Get max connections — if max <5 over 14 days, instance may be idle. 4. For instances <10% CPU: recommend downsizing (e.g., db.r5.large → db.t3.medium saves ~$200/mo). 5. Check if Aurora Serverless v2 is viable (for <30% average utilization). 6. Get RI recommendations from GetReservationPurchaseRecommendation for steady-state DBs.","[""ce:GetRightsizingRecommendation(Service='AmazonRDS')"",""rds:DescribeDBInstances"",""cloudwatch:GetMetricStatistics(Namespace='AWS/RDS',MetricName='CPUUtilization',Period=86400,Statistics=['Average'],StartTime=-14d)"",""cloudwatch:GetMetricStatistics(Namespace='AWS/RDS',MetricName='DatabaseConnections',Period=86400,Statistics=['Maximum'],StartTime=-14d)"",""ce:GetReservationPurchaseRecommendation(Service='AmazonRDS')"",""pricing:GetProducts(ServiceCode='AmazonRDS',Filters=[{Type:'TERM_MATCH',Field:'databaseEngine',Value:'<engine>'}])""]",,,,,
1,easy,bedrock-ai,RDS,3,advisory,backup-optimization,10-30%,"Adjust backup retention periods and frequency to align with business needs, reducing unnecessary storage costs.",96e7e1b8190257e317b7cb3dc0f7725ce8652505c333321f03cb193b211200bd,aws rds describe-db-instances --query 'DBInstances[?DBInstanceIdentifier==`<DBInstanceIdentifier>`].BackupRetentionPeriod',rds-012,false,rds-012,View Details,Optimize RDS automated backups,AWS,,,2026-06-02T13:50:31.176175+00:00,"1. List all RDS instances with DescribeDBInstances — note instance class, engine, Multi-AZ, storage. 2. Get 14-day CPU average from CloudWatch. 3. Get max connections — if max <5 over 14 days, instance may be idle. 4. For instances <10% CPU: recommend downsizing (e.g., db.r5.large → db.t3.medium saves ~$200/mo). 5. Check if Aurora Serverless v2 is viable (for <30% average utilization). 6. Get RI recommendations from GetReservationPurchaseRecommendation for steady-state DBs.","[""ce:GetRightsizingRecommendation(Service='AmazonRDS')"",""rds:DescribeDBInstances"",""cloudwatch:GetMetricStatistics(Namespace='AWS/RDS',MetricName='CPUUtilization',Period=86400,Statistics=['Average'],StartTime=-14d)"",""cloudwatch:GetMetricStatistics(Namespace='AWS/RDS',MetricName='DatabaseConnections',Period=86400,Statistics=['Maximum'],StartTime=-14d)"",""ce:GetReservationPurchaseRecommendation(Service='AmazonRDS')"",""pricing:GetProducts(ServiceCode='AmazonRDS',Filters=[{Type:'TERM_MATCH',Field:'databaseEngine',Value:'<engine>'}])""]",,,,,
1,medium,bedrock-ai,RDS,3,advisory,storage-tiering,10-30%,Identify and move infrequently accessed data to Aurora Freeze to reduce storage costs while maintaining performance.,52530d8514b2bfb29e154da020d514d27dc76e5949aeb02ed6f8617d7d48ee64,aws rds describe-db-instances --query 'DBInstances[?DBInstanceStatus==`available`]' --output text,rds-013,false,rds-013,View Details,Move infrequently accessed data to RDS Aurora Freeze,AWS,,,2026-06-06T02:10:39.931822+00:00,"1. List all RDS instances with DescribeDBInstances — note instance class, engine, Multi-AZ, storage. 2. Get 14-day CPU average from CloudWatch. 3. Get max connections — if max <5 over 14 days, instance may be idle. 4. For instances <10% CPU: recommend downsizing (e.g., db.r5.large → db.t3.medium saves ~$200/mo). 5. Check if Aurora Serverless v2 is viable (for <30% average utilization). 6. Get RI recommendations from GetReservationPurchaseRecommendation for steady-state DBs.","[""ce:GetRightsizingRecommendation(Service='AmazonRDS')"",""rds:DescribeDBInstances"",""cloudwatch:GetMetricStatistics(Namespace='AWS/RDS',MetricName='CPUUtilization',Period=86400,Statistics=['Average'],StartTime=-14d)"",""cloudwatch:GetMetricStatistics(Namespace='AWS/RDS',MetricName='DatabaseConnections',Period=86400,Statistics=['Maximum'],StartTime=-14d)"",""ce:GetReservationPurchaseRecommendation(Service='AmazonRDS')"",""pricing:GetProducts(ServiceCode='AmazonRDS',Filters=[{Type:'TERM_MATCH',Field:'databaseEngine',Value:'<engine>'}])""]",,,,,
1,medium,bedrock-ai,RDS,3,advisory,storage-tiering,10-30%,Configure RDS to automatically scale storage to optimize costs based on usage.,c15077d4cfc29323b9b0a27d97a71743803c2a84cbdfee1928115381cf203d75,aws rds describe-db-instances --query 'DBInstances[?StorageType==`standard`]' --output text,rds-014,false,rds-014,View Details,Use RDS storage autoscaling,AWS,,,2026-06-11T02:10:39.136892+00:00,"List RDS instances, check 14-day CPU and connection count. <10% CPU or <5 max connections = idle. Consider Aurora Serverless v2 for variable workloads.","[""ce:GetRightsizingRecommendation(Service='AmazonRDS')"",""rds:DescribeDBInstances"",""cloudwatch:GetMetricStatistics(CPUUtilization,DatabaseConnections)"",""ce:GetReservationPurchaseRecommendation(AmazonRDS)""]",,,,,
,easy,,Redshift,2,deep-link,scheduling,40-70%,Pause Redshift clusters outside business hours for dev/test workloads. Use SlashMyBill Scheduler (Act → Scheduler) to automate pause/resume schedules.,,redshift:DescribeClusters â†’ check tags for Environment=dev/test. If running 24/7 â†’ recommend pause schedule.,,true,redshift-001,Go to Scheduler,Pause non-production Redshift clusters,AWS,true,Amazon Redshift,,,,,,,,
,medium,,Rekognition,2,deep-link,optimization,30-60%,"Rekognition charges per image/video analyzed ($1-$12 per 1000 images depending on API). Reduce costs by: caching results for duplicate images, using lower resolution for initial screening, batching face comparisons with IndexFaces instead of individual CompareFaces calls, and deleting unused collections.",,rekognition:ListCollections -> count collections; cloudwatch:Rekognition/SuccessfulRequestCount -> track API volume; ce:GetCostAndUsage(Rekognition) -> monthly cost trend,,false,rekognition-001,Ask AI about Rekognition,Optimize Rekognition API call volume,AWS,true,Amazon Rekognition,,,,,,,,
,easy,,Rekognition,1,delete,cleanup,varies,Rekognition collections store face vectors at $0.01 per 1000 face metadata stored per month. Old collections from testing or decommissioned features accumulate costs. List and delete collections no longer in use.,,rekognition:ListCollections + DescribeCollection -> FaceCount per collection; delete collections with 0 faces or unused ones,,false,rekognition-002,Delete Collections,Delete unused Rekognition collections,AWS,false,Amazon Rekognition,,,,,,,,
,easy,,S3,2,deep-link,storage-class,40-70%,Enable S3 Intelligent-Tiering for data with unknown or changing access patterns. It automatically moves objects between access tiers based on usage.,,s3:ListBucketIntelligentTieringConfigurations â†’ s3_optimization_summary.without_intelligent_tiering count. S3 Intelligent-Tiering automatically moves objects between access tiers. Massive savings for unknown access patterns.,,true,s3-001,Apply Lifecycle Policy,Use S3 Intelligent-Tiering,AWS,true,Amazon Simple Storage Service,,,,,,,,
,easy,,S3,1,modify,lifecycle,30-60%,"Create lifecycle rules to transition objects to cheaper storage classes (Standard-IA, Glacier) or delete them after a retention period.",,"s3:GetBucketLifecycleConfiguration â†’ s3_optimization_summary.without_lifecycle_policy count. Recommend: Standard-IA after 30d, Glacier after 90d, Deep Archive after 180d. Use S3 Storage Lens for visibility.",,true,s3-002,Apply Lifecycle,Implement lifecycle policies,AWS,true,Amazon Simple Storage Service,,,,,,,,
,easy,,S3,1,modify,cleanup,5-15%,Incomplete multipart uploads accumulate storage costs. Create a lifecycle rule to abort incomplete uploads after 7 days.,,s3:GetBucketLifecycleConfiguration â†’ check if AbortIncompleteMultipartUpload rule exists per bucket; s3_bucket_analysis[].hasLifecyclePolicy,,true,s3-003,Fix Multipart,Delete incomplete multipart uploads,AWS,true,Amazon Simple Storage Service,,,,,,,,
,easy,,S3,2,deep-link,versioning,20-40%,"If versioning is enabled, set lifecycle rules to delete old versions or transition them to Glacier. Noncurrent versions can accumulate significant costs.",,s3:GetBucketVersioning â†’ check if versioning enabled; s3:GetBucketLifecycleConfiguration â†’ check for NoncurrentVersionExpiration rule,,true,s3-004,Scan S3 Buckets,Manage object versions,AWS,true,Amazon Simple Storage Service,,,,,,,,
,easy,,S3,2,deep-link,analytics,20-50%,Enable S3 Storage Lens for organization-wide visibility into storage usage and activity trends. Use S3 Analytics to identify objects that can be moved to Infrequent Access or Glacier tiers based on actual access patterns.,,s3:ListBuckets + s3:GetBucketLifecycleConfiguration + s3:ListBucketIntelligentTieringConfigurations â†’ s3_optimization_summary. Enable S3 Storage Lens for organization-wide storage analytics and access pattern visibility.,,true,s3-005,Ask AI about S3,Use S3 Storage Lens and Analytics,AWS,true,Amazon Simple Storage Service,,,,,,,,
1,easy,bedrock-ai,S3,3,advisory,lifecycle-management,30-50%,Create S3 lifecycle policies to transition infrequently accessed data to cheaper storage classes.,02b26055db7f874d8882e49b6e32f6c24a37f17ccdf2dc855742bfc6fa7ca650,aws s3api get-bucket-lifecycle-configuration --bucket <bucket-name> --region <region>,s3-006,false,s3-006,View Details,Implement S3 Lifecycle Policies for Transitions,AWS,,,2026-05-30T07:27:30.472897+00:00,"1. List all buckets and check lifecycle policies — buckets without lifecycle are wasting money on old objects. 2. Break down S3 cost by usage type: StandardStorage, Requests-Tier1 (PUT), Requests-Tier2 (GET), DataTransfer-Out. 3. For buckets >100GB without lifecycle: recommend Intelligent Tiering (auto-saves 40-68% on infrequent objects). 4. Check for multipart upload fragments (incomplete uploads). 5. Show: '14 buckets without lifecycle policies. Adding 30-day IA transition + 90-day Glacier saves estimated $X/mo based on Y GB stored.'","[""s3:ListBuckets"",""s3:GetBucketLifecycleConfiguration(Bucket='<each_bucket>')"",""s3:ListBucketIntelligentTieringConfigurations(Bucket='<each_bucket>')"",""s3:GetBucketMetricsConfiguration(Bucket='<each_bucket>')"",""cloudwatch:GetMetricStatistics(Namespace='AWS/S3',MetricName='BucketSizeBytes',StorageType='StandardStorage')"",""ce:GetCostAndUsage(Filter={Dimensions:{Key:'SERVICE',Values:['Amazon Simple Storage Service']}},GroupBy=[{Type:'DIMENSION',Key:'USAGE_TYPE'}])""]",,,,,
1,medium,bedrock-ai,S3,3,advisory,lifecycle-management,20-60%,Implement lifecycle policies to transition data to cheaper storage classes.,6e7f97bf972a247efdb2532b445538dd4993a2ae38fc3e612be780a38c400801,aws s3api get-bucket-lifecycle-configuration --bucket <bucket-name>,s3-007,false,s3-007,View Details,Use S3 Lifecycle Policies,AWS,,,2026-05-30T14:27:33.430497+00:00,"1. List all buckets and check lifecycle policies — buckets without lifecycle are wasting money on old objects. 2. Break down S3 cost by usage type: StandardStorage, Requests-Tier1 (PUT), Requests-Tier2 (GET), DataTransfer-Out. 3. For buckets >100GB without lifecycle: recommend Intelligent Tiering (auto-saves 40-68% on infrequent objects). 4. Check for multipart upload fragments (incomplete uploads). 5. Show: '14 buckets without lifecycle policies. Adding 30-day IA transition + 90-day Glacier saves estimated $X/mo based on Y GB stored.'","[""s3:ListBuckets"",""s3:GetBucketLifecycleConfiguration(Bucket='<each_bucket>')"",""s3:ListBucketIntelligentTieringConfigurations(Bucket='<each_bucket>')"",""s3:GetBucketMetricsConfiguration(Bucket='<each_bucket>')"",""cloudwatch:GetMetricStatistics(Namespace='AWS/S3',MetricName='BucketSizeBytes',StorageType='StandardStorage')"",""ce:GetCostAndUsage(Filter={Dimensions:{Key:'SERVICE',Values:['Amazon Simple Storage Service']}},GroupBy=[{Type:'DIMENSION',Key:'USAGE_TYPE'}])""]",,,,,
1,medium,bedrock-ai,S3,3,advisory,storage-tiering,15-30%,Move frequently accessed objects to S3 Intelligent-Tiering which automatically monitors access patterns and moves objects between tiers. This ensures objects are stored in the most cost-effective tier without manual intervention.,287f33b796fe6bca354974b9fe8d8ea4e37f3af78f773c5e27ed6b2e70526656,aws s3api get-bucket-intelligent-tiering-configuration --bucket <bucket-name> --profile <profile-name>,s3-008,false,s3-008,View Details,Implement S3 Intelligent-Tiering for unpredictable access patterns,AWS,,,2026-06-23T02:10:38.451127+00:00,Check lifecycle policies on all buckets. Buckets >100GB without lifecycle should use Intelligent Tiering. Break down cost by storage class and request type.,"[""s3:ListBuckets"",""s3:GetBucketLifecycleConfiguration"",""s3:ListBucketIntelligentTieringConfigurations"",""ce:GetCostAndUsage(GroupBy=USAGE_TYPE)""]",,,,,
,easy,,SES,2,deep-link,optimization,20-40%,"SES charges $0.10 per 1000 emails sent. Reduce costs by: cleaning your mailing list (remove bounces/complaints), using suppression lists, batching sends with SES v2 bulk API, and avoiding unnecessary transactional emails. Monitor bounce rates — high bounces waste money and hurt deliverability.",,"ses:GetSendStatistics -> bounce rate, complaint rate; ses:GetAccount -> sending limits; high bounce rate = list cleanup needed",,false,ses-001,Ask AI about SES,Optimize SES sending costs,AWS,true,Amazon Simple Email Service,,,,,,,,
1,easy,bedrock-ai,SES,3,advisory,sending-pattern,10-25%,Use SES sending patterns to optimize email sending and reduce costs by taking advantage of volume discounts.,7b8aa9003bbb1c7320d020b9fc3041672f85a3e96a053dc7a703ddc560a3370c,None,ses-002,false,ses-002,View Details,Use SES Sending Patterns,AWS,,,,,,,,,,
1,medium,bedrock-ai,SNS,3,advisory,right-sizing,10-30%,Reduce the number of topics and subscriptions to match actual usage patterns.,90852fedec35fa029bf98cd8f5ec466a269662b89652b60f94868fac67ba5bd9,aws sns list-topics,sns-001,false,sns-001,View Details,Optimize SNS topics and subscriptions,AWS,,,,,,,,,,
1,medium,bedrock-ai,SNS,3,advisory,right-sizing,15-30%,"Evaluate and right-size SNS topics to match subscription needs, avoiding over-provisioning.",c7257bfa2a0bc5db1eea5a945c412ace69715e405afef98a856aaefcdb440f9e,"aws sns list-topics --query 'Topics[?not_contains(Attributes, `Subscriptions`)]'",sns-002,false,sns-002,View Details,Right-size SNS topics,AWS,,,,,,,,,,
1,easy,bedrock-ai,SNS,3,advisory,message-filtering,10-30%,"Use SNS message filters to avoid unnecessary message delivery, reducing costs associated with downstream services.",c63c42dd84daf55f0f9cf5986b921837b4a83b96a249d8b69d60923fecc65c1f,None,sns-003,false,sns-003,View Details,Implement SNS Message Filters,AWS,,,,,,,,,,
1,easy,bedrock-ai,SNS,3,advisory,cleanup,$5/month,Identify and delete unused SNS topics to avoid unnecessary charges.,96f72d83bb8135cb21c4a105fb9f2266bfc159147768995cf5f756cc728adbba,aws sns list-topics --region us-east-1,sns-004,false,sns-004,View Details,Delete Unused SNS Topics,AWS,,,,,,,,,,
1,easy,bedrock-ai,SNS,3,advisory,cleanup,varies,Identify and delete unused SNS topics to avoid unnecessary charges.,7722a39ee2af63df17077ba863ca37e686d1ab0faa3b84a4023f471bb4a9e3b8,aws sns list-topics --region <region>,sns-005,false,sns-005,View Details,Clean Up Unused SNS Topics,AWS,,,2026-06-08T02:10:39.276298+00:00,,,,,,,
1,easy,bedrock-ai,SQS,3,advisory,right-sizing,varies,Reduce message retention to the minimum required period to save on storage costs.,2fc74e3fd972c518f0d4bc4ad9152ea0b272c1db8ad951fabde16a5cbb9f2e75,aws sqs get-queue-attributes --queue-url <queue-url> --attributes Name,sqs-001,false,sqs-001,View Details,Adjust SQS message retention period,AWS,,,,,,,,,,
1,medium,bedrock-ai,SQS,3,advisory,right-sizing,10-25%,Set appropriate message retention periods to avoid unnecessary storage costs.,1d28d7a57af056b8806ce1d130ea9c748f2ac771484e12805a226944c6103cf6,aws sqs get-queue-attributes --queue-url example.fifo --attribute-names MessageRetentionPeriod --region us-east-1,sqs-002,false,sqs-002,View Details,Optimize SQS Message Retention,AWS,,,,,,,,,,
,easy,,SageMaker,2,deep-link,scheduling,40-80%,Stop SageMaker notebook instances when not in use. Use SlashMyBill Scheduler (Act → Scheduler) to automate stop/start schedules for notebooks used only during business hours.,,sagemaker:ListNotebookInstances â†’ check status. If InService with no recent activity â†’ recommend stop or auto-stop lifecycle config.,,true,sagemaker-001,Go to Scheduler,Stop idle SageMaker notebook instances,AWS,true,Amazon SageMaker,,,,,,,,
1,medium,bedrock-ai,SageMaker,3,advisory,cleanup,varies,Identify and delete unused SageMaker endpoints to reduce ongoing costs.,f98e1db37ff4886bf62cc7f229091371120f9b1edac6a278e99e039330a33c33,aws sagemaker describe-endpoints --query 'Endpoints[?Status!= `InService`]',sagemaker-002,false,sagemaker-002,View Details,Remove unused SageMaker endpoints,AWS,,,,,,,,,,
1,medium,bedrock-ai,SageMaker,3,advisory,right-sizing,50-80%,Use Spot Instances for non-critical training jobs to save up to 80% on costs.,e1b7f05dea1d21a517d4ebd97ef5e2e615bec54e37b4bedfb6cb5056ad700639,aws sagemaker describe-training-jobs --query 'TrainingJobs[?Status==`InProgress`]' --output text,sagemaker-003,false,sagemaker-003,View Details,Use SageMaker Spot Instances,AWS,,,,,,,,,,
1,medium,bedrock-ai,SageMaker,3,advisory,right-sizing,20-50%,Use smaller instances for lower-demand SageMaker endpoints and scale up as needed.,4b7af34490bd049e2f09bea7064d0cd9ac81bfa976019825b83154114e471ab9,aws sagemaker describe-endpoint --endpoint-name <endpoint-name>,sagemaker-004,false,sagemaker-004,View Details,Right-size SageMaker Instances,AWS,,,2026-05-30T07:30:18.593156+00:00,1. List all endpoints — real-time endpoints cost per instance-hour even with 0 invocations. 2. Check invocation count: endpoints with 0 invocations are pure waste. 3. For low-traffic endpoints: switch to Serverless Inference (scales to zero). 4. Check notebook instances: stopped notebooks still incur storage charges; unused ones should be deleted. 5. For training jobs: use Spot training (up to 90% savings) for fault-tolerant workloads.,"[""sagemaker:ListEndpoints"",""sagemaker:DescribeEndpoint(EndpointName='<each>')"",""sagemaker:ListNotebookInstances"",""cloudwatch:GetMetricStatistics(Namespace='AWS/SageMaker',MetricName='Invocations',Period=86400,Statistics=['Sum'],StartTime=-7d)""]",,,,,
1,medium,bedrock-ai,SageMaker,3,advisory,monitoring,10-30%,"Configure CloudWatch alarms to notify you when SageMaker endpoints are idle, allowing for timely shutdowns.",273bee31a8e73f221baf0683d0c465d847ff33c9d52ce1fa1aaf9d39d87e95dc,aws cloudwatch list-composite-alarms --query 'CompositeAlarms[?AlarmName contains `SageMaker-Idle`]' --output text,sagemaker-005,false,sagemaker-005,View Details,Set up SageMaker endpoint alerts,AWS,,,2026-06-01T02:10:37.168840+00:00,1. List all endpoints — real-time endpoints cost per instance-hour even with 0 invocations. 2. Check invocation count: endpoints with 0 invocations are pure waste. 3. For low-traffic endpoints: switch to Serverless Inference (scales to zero). 4. Check notebook instances: stopped notebooks still incur storage charges; unused ones should be deleted. 5. For training jobs: use Spot training (up to 90% savings) for fault-tolerant workloads.,"[""sagemaker:ListEndpoints"",""sagemaker:DescribeEndpoint(EndpointName='<each>')"",""sagemaker:ListNotebookInstances"",""cloudwatch:GetMetricStatistics(Namespace='AWS/SageMaker',MetricName='Invocations',Period=86400,Statistics=['Sum'],StartTime=-7d)""]",,,,,
